PROLIFIC_ID,time_s6,dt_Achiev_01,dt_Activ_01rev,dt_Altru_01,dt_Angry_01,dt_Anxiet_01,dt_Assert_01,dt_Compet_01rev,dt_Complianc_01,dt_Delib_01,dt_Depress_01rev,dt_Dutif_01rev,dt_Excite_01,dt_Fantasy_01,dt_Gregar_01,dt_Impuls_01,dt_Indiff_01,dt_Modest_01,dt_Order_01,dt_SelfAss_01,dt_SelfDisc_01,dt_Shame_01,dt_Straight_01,dt_Tender_01,dt_Trust_01,dt_Vulner_01,dt_Warmth_01rev,dt_Achiev_02,dt_Activ_02,dt_Altru_02,dt_Angry_02,dt_Anxiet_02rev,dt_Assert_02,dt_Compet_02,dt_Complianc_02,dt_Delib_02,dt_Depress_02rev,dt_Dutif_02rev,dt_Excite_02,dt_Fantasy_02,dt_Gregar_02,dt_Impuls_02,dt_Indiff_02,dt_Modest_02,dt_Order_02,dt_SelfAss_02,dt_SelfDisc_02,dt_Shame_02,dt_Straight_02,dt_Tender_02,dt_Trust_02,dt_Vulner_02,dt_Warmth_02rev,dt_Achiev_03,dt_Activ_03,dt_Altru_03,dt_Angry_03,dt_Anxiet_03,dt_Assert_03,dt_Compet_03,dt_Complianc_03,dt_Delib_03,dt_Depress_03rev,dt_Dutif_03rev,dt_Excite_03,dt_Fantasy_03rev,dt_Gregar_03,dt_Impuls_03,dt_Indiff_03,dt_Modest_03,dt_Order_03rev,dt_SelfAss_03,dt_SelfDisc_03rev,dt_Shame_03,dt_Straight_03,dt_Tender_03,dt_Trust_03rev,dt_Vulner_03rev,dt_Warmth_03rev,dt_Achiev_04,dt_Activ_04rev,dt_Altru_04rev,dt_Angry_04,dt_Anxiet_04rev,dt_Assert_04,dt_Compet_04rev,dt_Complianc_04,dt_Delib_04rev,dt_Depress_04,dt_Dutif_04rev,dt_Excite_04,dt_Fantasy_04,dt_Gregar_04,dt_Impuls_04,dt_Indiff_04,dt_Modest_04,dt_Order_04rev,dt_SelfAss_04,dt_SelfDisc_04rev,dt_Shame_04,dt_Straight_04,dt_Tender_04,dt_Trust_04rev,dt_Vulner_04,dt_Warmth_04rev,esm_Achiev_01,esm_Delib_01,esm_Fantasy_02,esm_Impuls_02,esm_Selfass_01,esm_Straight_01,esm_Tender_01,esm_Vulner_01,s8p_Duty,s8p_Intellect,s8p_Advers,s8p_Mating,s8p_Positiv,s8p_Negativ,s8p_Decept,s8p_Social,mc_Revstrat_01,mc_Revstrat_02,mc_Revstrat_03
5c1b963f0e37d90001f5c492,1112,4,1,1,1,2,1,2,1,1,2,5,1,1,5,2,2,4,4,3,1,1,1,1,3,4,5,4,5,1,1,3,4,2,1,1,4,5,1,1,2,1,1,1,4,4,1,5,1,1,1,3,5,4,4,4,1,1,3,5,1,4,2,5,1,5,1,1,2,1,2,4,4,1,1,1,4,5,5,2,4,4,1,5,4,2,1,4,2,5,1,1,2,1,4,1,2,4,4,4,1,1,5,4,5,4,2,2,1,2,2,1,4,4,4,2,1,5,1,3,4,Think of a better idea ,Tell them I saw them and am disappointed they lied to me ,Ask the waiter to tell them to be quiet
6106fd38393f15b301d745d2,1112,3,2,2,5,1,5,2,5,1,1,5,1,2,4,4,3,1,5,1,3,2,1,1,3,2,5,5,4,1,2,5,5,5,5,3,4,4,3,4,4,4,2,4,2,4,3,4,2,1,1,2,2,4,4,1,3,2,5,5,1,1,1,5,1,3,4,3,4,1,1,4,5,1,1,2,1,4,5,3,3,2,5,5,5,4,3,5,1,5,1,1,3,4,2,4,1,4,2,4,1,1,5,2,4,1,1,1,1,4,3,1,3,4,5,5,5,5,5,1,5,be better at doing the job next time so they look bad,go to dinner with some new friends and post pictures,accidentally spill drinks on them
5fda95fd9df7fa2b164bed61,1153,4,1,4,4,3,2,1,4,4,2,3,3,5,5,2,3,1,4,1,3,3,3,1,3,2,5,5,4,1,1,4,3,4,3,4,4,3,1,5,4,1,2,4,5,3,1,4,3,2,4,3,4,5,4,3,5,2,5,3,4,4,3,3,4,2,5,3,3,5,2,4,4,3,2,1,1,5,5,5,2,4,3,5,3,4,2,2,2,5,4,5,4,4,3,4,5,5,4,5,3,3,5,4,5,5,3,3,2,3,3,2,5,1,2,1,4,5,1,1,5,Make my colleague feel bad by asking him questions about how did you came up with this idea.,"Go to a dinner with one particular friend from the same company, and say stuff to him that someone from the last dinner company has said about him behind his back.","Call up some 'numbers' and after the date make sure that the ones who said to mind my business, mind their own."
5c7aa97a6b5631001745891f,1112,3,2,2,2,2,3,1,4,2,2,2,3,2,3,2,2,2,4,5,2,2,3,2,2,4,3,5,4,4,2,2,1,3,4,2,2,4,2,2,2,2,2,2,4,2,4,4,3,1,4,4,3,4,5,2,2,2,3,5,4,3,5,4,2,2,2,2,2,3,2,2,4,4,2,2,4,4,4,3,2,3,2,1,2,2,2,4,5,4,3,2,2,2,2,4,3,4,2,4,2,2,4,4,3,3,3,4,2,3,2,2,4,2,2,2,4,4,1,1,4,Tell my boss that my co-worker stole my idea and is the reason why I could not say anything.,"I would not seek revenge, I would ignore my 'friends' and make plans with other people. ",I would speak with the waiter or manager and if nothing can be done I would leave the restaurant wihout paying. 
5ff9d7b543911831b30e8a3e,1179,4,1,1,4,5,2,2,3,2,2,4,3,3,4,4,3,4,5,2,2,3,2,1,4,4,4,5,4,4,2,1,4,4,3,4,3,4,4,4,5,3,4,1,5,4,2,3,4,1,4,4,4,5,3,1,4,2,4,4,2,3,2,5,2,2,3,4,3,4,2,4,5,3,3,2,1,4,4,4,4,3,3,2,5,4,3,5,3,5,2,2,4,4,3,4,2,3,5,4,1,2,2,4,4,4,4,3,4,4,2,1,4,2,4,4,4,5,5,4,4,tell the boss about what the colleague did,tell them the truth about how I feel,"spread fake info to the one who came later about what they were talking without him
"
62b1f39ecefc6f48ebd25c51,1147,5,1,2,1,3,2,4,1,2,5,5,2,1,3,1,2,1,3,4,3,4,2,3,2,4,3,5,4,1,1,4,2,2,1,1,4,3,1,5,3,1,3,1,2,1,3,3,1,4,5,4,2,5,3,1,2,2,3,2,1,1,3,4,1,2,1,3,2,2,4,3,4,4,2,1,4,5,4,4,3,4,2,5,1,4,2,4,3,2,1,1,4,2,3,5,3,3,4,4,1,2,4,4,3,3,3,2,2,1,1,1,1,4,3,1,1,4,1,1,4,expose your colleague in front of everyone,"Move on and forget about it, and remember it for future",Forget about it and ask if your date wanted to go somewhere else 
5d70ec2138ac7e00012f817b,1178,3,2,1,2,3,2,3,2,2,2,4,2,4,4,2,3,2,4,4,2,3,3,1,2,3,5,3,4,2,2,3,2,4,2,2,2,4,2,4,3,2,2,1,4,2,2,4,3,2,3,3,5,3,4,4,2,2,2,4,2,2,1,4,2,2,1,3,3,2,2,2,4,3,3,2,2,4,4,3,2,3,2,4,3,3,2,4,3,4,2,2,4,2,2,2,2,2,4,4,3,3,4,4,5,3,4,3,2,3,2,2,4,3,3,1,3,4,2,2,5,"Next time, give him a bad idea so that he presents it and gets humiliated",Plan a dinner with other friends and don't invite them and then post on social media.,Just talk louder so that they get pissed about it
5c5895f5af5bed0001f9ee92,1177,2,3,2,1,5,4,2,2,1,2,4,2,2,2,5,2,2,4,4,2,2,2,3,1,1,5,1,4,3,4,4,1,4,3,3,2,4,3,2,1,3,3,3,4,1,3,5,2,2,1,1,3,2,2,3,4,1,1,4,1,2,2,5,1,2,1,5,2,1,2,2,3,3,2,3,1,1,2,2,4,1,5,4,5,3,4,5,2,5,1,1,1,4,2,3,1,2,4,4,2,2,1,2,5,3,1,3,5,1,1,4,5,1,2,5,1,1,5,2,1,he publicly reprimands a colleague,i don't speak,he brigs up a rocker
613ac90d5bb31911d86a31a4,1171,5,3,1,4,3,3,2,3,2,3,4,3,3,4,2,4,2,3,2,2,2,3,2,2,5,4,5,4,2,3,4,4,4,3,2,2,2,2,4,3,2,4,4,3,4,3,3,2,2,3,4,4,4,4,4,4,2,3,4,2,2,4,3,3,3,5,2,4,3,2,4,4,2,4,2,3,2,4,5,3,4,4,4,4,3,2,3,4,4,3,4,4,2,4,4,3,5,5,3,3,2,4,5,3,5,4,4,3,4,4,2,4,4,5,3,5,4,2,2,4,Expose the presentation in my own way and improve it,"Make a problem, express how I feel and try to see what happened and fix the problem",throw food in their faces
5f42d7f515c23f500bd34d57,1228,3,4,2,3,4,3,2,3,1,1,4,3,2,2,2,4,3,4,3,3,2,3,2,4,4,4,3,3,2,2,2,4,3,3,2,2,4,2,3,3,2,4,3,4,3,2,3,4,2,4,4,3,4,4,4,3,4,3,4,3,2,4,4,2,3,2,2,3,3,3,4,4,2,3,2,4,4,4,4,4,3,4,3,4,3,2,4,4,4,2,3,2,2,3,3,3,3,4,4,3,4,3,4,2,4,4,4,3,2,4,4,3,4,4,3,4,4,3,3,4,be aware next time and not going to share anything with this colleague,stop going out with these people.,advise the waiter and ask for solution if not escalate to manager
5fdfd04b9bf07d83b2e5f780,1206,3,2,3,1,5,3,4,3,1,2,5,4,2,4,1,4,2,4,3,2,4,3,2,4,5,3,5,4,2,2,1,5,4,4,2,3,4,3,5,4,1,5,4,3,5,2,3,4,1,5,5,4,5,2,2,3,5,5,4,4,1,5,5,3,2,4,2,3,3,4,5,2,2,4,2,5,3,4,4,2,4,4,2,5,3,4,5,5,5,3,3,5,2,4,4,3,4,3,4,2,3,4,5,4,4,4,3,1,3,4,3,1,2,4,3,4,5,2,2,5,I would confront my colleague right away in front of everybody and accuse him of not giving credit.,I would maybe avoid this group of friends from now on,I would not ask them to be quiet in the first place
60dc2b51b0c4eaa32e391d87,1224,3,4,1,3,2,1,4,2,2,4,4,3,4,3,2,2,2,4,3,2,4,4,1,4,4,4,4,4,2,2,4,3,4,3,2,3,4,4,4,2,2,3,3,4,4,2,4,4,1,5,4,4,4,3,3,3,3,3,4,2,2,4,4,3,4,2,4,3,3,2,4,4,4,4,2,3,3,4,4,4,4,3,4,4,4,3,5,4,5,4,2,3,3,2,4,4,3,4,4,4,3,3,4,5,3,5,3,1,2,3,2,2,4,4,3,4,4,4,2,4,Put something disgusting but tasteless in a coffee and offer it to them,Never take the car to bring them somewhere again,"Go to the bathroom, pee normally and a bit on my hand, go away without washing it, pretend I trip over something and touch one or more of them with the dirty hand on their clothes or on their head"
60eda7603435aa18f53192a7,1235,4,1,1,4,1,3,3,3,1,4,3,4,5,4,5,1,4,4,5,4,4,3,1,1,1,4,4,5,3,4,5,1,4,4,3,4,3,3,5,4,4,1,4,4,1,4,3,3,3,4,3,4,5,2,3,4,1,1,3,3,3,1,3,3,1,1,4,1,1,3,1,4,4,3,1,4,5,5,4,1,4,3,5,1,4,3,4,1,5,2,3,4,4,1,1,1,2,3,4,3,3,3,1,4,5,3,3,3,2,2,2,3,4,4,3,4,3,3,1,5,"He copied something that he found on the internet,

","Lie and say that you we're doing something more exciting
","Spill something on their table on purpose.
"
5cf1824f1ae74d00015fbd39,1227,2,1,1,1,4,2,1,1,1,1,5,2,1,3,2,3,1,4,3,1,3,3,2,1,4,5,3,5,1,1,1,3,5,2,1,1,5,2,2,3,1,2,2,4,5,1,3,3,2,2,5,5,4,4,1,2,3,4,5,1,1,5,5,1,5,3,2,3,2,1,5,5,2,4,3,5,2,5,3,2,4,3,1,4,1,1,5,5,5,2,3,3,2,2,4,2,4,5,4,3,2,4,5,5,4,5,4,2,2,4,4,2,5,4,3,3,5,2,2,5,"i wouldn't seek revenge, i'd seek a private meeting to sort things out.",i'd ask someone why there was no invite,ask to move tables
5c9cb670b472d0001295f377,1262,4,1,1,1,2,3,1,3,2,1,5,2,1,3,1,2,2,3,2,1,1,2,2,2,4,5,3,5,2,2,3,2,4,2,1,1,4,2,2,2,1,1,2,4,5,2,1,2,1,1,4,5,3,4,3,2,3,2,4,2,2,2,4,1,3,2,1,2,1,2,4,5,2,3,1,4,2,4,5,3,5,3,4,4,2,2,4,2,4,1,2,4,1,1,1,2,3,5,1,1,1,4,4,5,4,4,3,2,2,1,1,4,4,4,2,2,4,1,1,5,I will explain to co-workers the truth.,i will ask why that happened,i will ask waiter to help you
5f503987fc18901a2c94c407,1282,1,4,1,1,1,4,5,3,1,5,5,4,4,5,2,5,2,4,5,5,5,1,2,3,3,5,1,2,4,1,1,1,1,1,4,5,4,1,1,4,1,5,3,5,1,5,4,2,3,3,4,5,1,3,1,4,1,2,4,2,1,1,5,1,1,1,2,5,1,1,4,1,2,1,3,2,1,4,1,2,1,1,4,5,5,3,5,2,4,1,1,5,1,5,1,1,4,1,4,1,4,2,4,5,1,1,1,1,2,1,1,1,4,4,1,1,5,1,1,5,Say that it wasn't my colleague's idea.,Starting making plans without them.,Talk to the waiter and ask them if they can stop them from yelling.
5d7d0cc0e32539001a174642,1140,2,4,2,2,2,2,4,3,2,4,4,2,4,4,4,4,1,2,5,4,2,3,1,2,2,2,2,3,2,1,1,2,2,1,1,4,2,1,4,2,2,4,1,4,1,4,4,3,2,4,3,2,2,2,2,4,2,1,2,2,2,1,2,2,2,1,2,4,1,4,3,2,3,3,3,4,1,1,2,4,3,1,4,2,4,2,4,1,4,2,2,2,4,4,3,3,2,2,2,3,4,4,2,2,2,4,2,4,2,2,2,1,4,4,2,4,4,3,2,4,send them scary greeting cards that will make their day worse,block the person on social media network,throw some water at them
5edec2b3e095321650bddc22,1252,2,1,1,1,1,1,2,1,1,4,5,1,1,4,4,5,1,5,4,1,4,4,1,1,1,4,2,5,1,1,4,2,5,1,2,4,4,1,1,2,2,5,1,5,3,2,4,4,1,5,2,4,4,2,1,1,1,2,5,1,2,1,4,1,5,2,2,2,1,1,4,4,2,4,1,5,1,5,1,4,5,2,5,4,5,1,5,1,5,1,1,4,4,4,2,1,2,4,5,4,2,2,2,5,1,1,1,4,2,1,1,2,5,5,1,2,4,1,1,4,Accuse my colleague of saying something offensive,Ask if they've ever been to the restaurant I know they went to because im thinking of taking a date there that one of them fancies ,Tell the waiter that I've seen them use drugs
5dc04aba55b86247c9991f89,1307,3,1,1,2,2,2,3,2,1,3,4,2,1,3,1,2,1,4,4,2,4,1,1,3,4,4,2,4,1,1,4,3,4,2,1,4,4,1,1,1,2,3,1,3,4,2,4,1,1,4,4,4,4,2,1,1,3,3,4,4,1,2,4,1,5,1,2,2,1,3,4,4,3,2,2,4,4,4,2,4,4,2,4,4,2,2,4,2,4,1,1,3,1,2,3,4,2,4,3,1,1,4,4,4,4,3,2,2,2,2,1,3,4,4,2,2,2,2,2,2,accuse them of stealing ,ask them outright. ,tell the waiter
5f5159f9e0375838294da699,1333,2,5,1,2,1,4,2,3,3,2,4,3,2,4,2,1,2,2,4,4,4,2,1,2,2,3,3,2,2,3,4,2,2,2,2,2,4,3,4,4,4,1,3,5,1,4,4,2,3,4,3,3,3,1,2,4,1,2,4,3,4,2,3,1,3,2,3,3,3,2,1,2,5,1,3,2,5,5,4,5,2,4,4,2,4,2,2,3,4,2,1,3,3,3,3,1,1,4,5,3,2,2,3,4,2,2,2,2,4,3,1,3,4,4,2,2,5,3,1,4,tell boss the truth,do something with other friends that i was supposed to do with them,talk loudly about them 
6088a7e22d5b98ef3f813a22,1378,2,2,1,1,3,4,4,2,1,4,5,2,3,1,1,4,1,5,3,1,4,2,1,1,5,4,3,4,1,1,2,4,4,2,1,4,4,1,3,2,1,3,1,5,2,1,3,2,1,3,4,4,3,2,1,2,3,4,5,1,1,2,5,1,2,1,1,3,1,1,4,4,3,3,2,4,2,3,3,4,3,3,4,4,1,1,5,2,5,1,1,2,1,3,3,1,3,5,3,1,2,4,5,5,1,5,1,1,1,1,3,1,1,1,4,1,3,4,4,5,not share ideas with this colleague,ask them to go to dinner or do something with me,ask the date if they mind going to somewhere else
612520bd6605794b27e6a0fd,1426,1,4,1,1,2,3,2,2,1,2,5,2,2,5,1,2,1,4,5,4,2,2,1,3,4,4,2,2,1,1,2,2,3,2,2,3,4,2,2,1,1,2,1,4,2,4,5,1,2,5,4,3,2,2,1,2,2,2,4,2,2,2,4,1,4,1,1,2,1,4,2,4,5,2,2,4,4,4,2,4,4,4,4,2,2,2,5,2,5,1,1,5,1,2,2,3,1,3,5,1,1,2,4,4,2,5,2,4,1,4,1,4,4,4,4,3,5,2,1,5,I come up with something better on the spot.,"I didn't say anything and wait until they need something from me, then I refuse to do it. ",Make more noise than them.
5ce5bcf74caf470001da7c33,1397,2,3,2,2,3,3,2,2,2,2,4,2,2,2,3,4,3,3,5,2,2,2,2,3,3,4,3,4,2,2,2,2,4,1,4,1,4,2,2,2,2,4,2,4,3,2,4,2,4,3,4,3,3,3,3,3,2,2,4,2,3,4,4,2,4,2,2,4,3,4,2,4,2,2,4,4,3,4,4,4,2,3,3,4,4,2,4,4,4,2,1,2,2,4,4,3,4,4,4,2,4,3,4,4,2,2,3,4,2,3,2,3,1,4,2,2,4,3,2,5,I would work better than them and gain prestige ,I would confront them on their behaviour individually and press them for details,Record them and publicly ridicule them 
5d67b6d92b7448000173d95a,1040,3,3,1,2,1,2,3,3,2,3,4,2,1,2,2,2,1,4,5,2,4,2,2,2,2,4,3,4,1,2,5,3,4,2,3,4,4,2,2,3,2,2,1,4,2,2,4,2,3,4,3,4,3,3,1,3,1,4,4,2,2,2,4,2,4,1,2,2,1,3,3,5,4,3,1,3,4,4,2,4,4,4,4,3,4,2,4,2,4,2,1,2,2,2,2,2,2,3,4,1,2,3,3,5,1,2,2,2,2,2,3,2,1,3,4,2,5,3,3,4,Try to tell the boss that the idea my colleague shared was actually from both of us and they just shared it first,Ask them about the dinner they had and ask if everything's fine between us,Ask a staff member whether they can do anything about it
601fff2cf967d457f08fed22,1441,5,1,1,1,5,4,2,3,1,1,4,3,3,5,1,3,4,3,1,1,3,3,2,2,1,4,4,3,2,2,3,4,2,2,1,1,5,3,2,4,2,3,3,4,4,1,4,3,1,3,4,4,4,4,2,3,4,4,4,3,1,2,3,1,2,4,2,3,3,1,4,4,3,4,3,3,4,4,4,3,4,3,2,5,2,2,4,4,4,1,3,5,2,2,4,2,5,5,4,1,2,4,4,5,3,3,4,2,4,3,4,4,4,4,3,4,4,2,3,5,I would prove that he is not right,I would totally ignore these people,I would ignore the person and enjoy my meeting
600802c86848db33926d3914,1426,2,4,2,3,3,3,3,3,1,3,4,3,4,3,2,5,1,4,5,4,2,3,1,3,2,4,3,2,3,3,4,3,3,4,3,2,4,3,4,3,2,5,2,5,1,4,2,3,3,2,3,2,3,3,3,4,3,3,4,3,2,4,4,1,3,1,2,5,3,2,2,3,1,3,3,4,1,3,3,4,3,2,5,4,3,3,5,4,4,2,3,3,2,5,3,1,3,2,2,3,3,4,4,4,3,4,3,3,2,3,3,2,3,4,3,3,4,3,3,4,Telling the colleague what I think of him/her.,I ask them why they didn't want to tell me.,I tell him/her to fuck off.
611e20464a435b1b494f042d,1457,4,1,1,1,4,1,1,1,2,1,5,2,1,4,1,5,1,5,4,1,2,1,1,4,5,5,5,5,1,1,4,4,5,1,1,2,5,1,5,3,2,4,2,5,4,1,4,2,2,4,4,4,5,5,1,2,4,5,5,1,2,4,5,3,3,2,1,4,1,1,5,5,3,4,2,3,5,5,4,4,5,3,4,2,2,2,5,5,5,1,3,4,1,5,4,4,4,5,2,2,2,5,5,5,5,5,5,1,1,2,1,4,5,5,1,3,4,1,1,5,I would ask my colleague why they did it.,2. Avoid talking about the dinner and just observe how they treat me.,4. Ask the waiter for another table far from the loud group to avoid conflict.
5ba400e988f5f40001c90843,1474,2,2,2,3,2,4,4,3,1,3,5,2,2,2,2,3,2,4,4,4,3,3,1,3,2,3,3,4,1,2,3,2,3,4,2,3,4,3,3,2,2,3,1,3,2,2,4,3,2,3,2,3,3,3,1,3,2,4,4,3,2,3,4,2,4,1,2,3,3,4,3,2,2,2,2,2,2,3,2,3,3,4,4,4,4,3,4,3,4,2,1,2,2,3,3,2,4,3,2,2,2,2,4,5,3,3,3,2,2,1,2,3,3,4,2,3,4,1,1,4,"would ask my colleague questions that only I would know the answer to throw him under the bus
",go out to diner without them and post a lot of photos,cough to their food
5fe0c081c39215a5b56e1855,1468,1,4,1,1,3,1,4,1,5,5,4,3,1,1,3,3,3,4,5,5,5,1,3,3,2,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,4,1,1,3,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,4,3,5,1,4,1,5,3,1,3,1,1,1,3,1,4,5,5,3,4,2,3,5,3,2,3,1,1,3,1,1,1,3,3,1,1,1,2,1,3,2,3,1,5,1,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,make sure i make a fool of him,"make the other person end up been left out
",i would pour over a jug of water
6140ce597b9f121e7170511f,1431,5,2,2,5,4,2,4,2,2,4,4,5,2,2,2,4,4,4,3,2,4,2,2,2,4,5,5,4,4,2,3,4,4,4,2,4,4,3,5,2,5,4,5,5,2,5,5,2,2,4,4,5,5,5,2,4,4,4,4,4,2,2,5,3,1,1,2,4,4,1,4,5,1,2,2,1,2,4,3,3,4,2,3,4,5,2,4,2,2,2,5,2,2,4,5,2,3,4,4,2,2,1,5,4,5,4,5,5,2,2,2,4,4,4,4,4,4,4,5,2,Stop communicating with my colleague with the hope that sooner or later the tension will be noticed by my boss and I will detail my concerns.,"Let it go and continue with the friendship, only on the basis of the relation being healthy and having not been affected by the recent circumstance. ",Ask the waiter to tell the group that other guests are having complaints regarding their loud style of communication.
60cbac3a1cb275c85bfd2688,1480,4,3,2,2,2,4,2,2,2,2,5,4,4,5,4,2,4,3,2,3,4,2,1,1,2,5,5,4,2,3,4,5,5,5,4,4,4,4,5,4,3,3,1,2,5,2,5,2,2,1,2,5,5,2,1,4,3,5,3,4,3,2,5,3,2,5,4,2,4,5,5,3,4,2,1,5,4,5,5,3,5,3,4,5,5,3,4,1,5,4,4,4,4,2,5,4,5,3,3,2,1,5,5,5,4,4,4,2,3,3,3,4,4,4,2,3,5,3,3,3,Speak to the boss and take over the project using better ideas,They don't deserve the revenge.,Speak to the manager secretly
6150a1d713738e6843cf379c,1461,2,1,1,1,4,4,1,1,2,1,4,1,1,4,1,3,3,3,1,1,3,1,1,1,4,5,3,4,1,1,2,4,5,3,1,1,5,2,1,4,1,2,1,3,5,1,4,3,1,2,4,5,3,5,1,3,4,3,5,2,3,4,4,3,3,4,1,2,2,1,5,4,3,2,1,4,3,4,2,2,4,3,2,5,2,1,3,4,5,3,3,5,2,2,3,4,5,5,4,2,1,4,5,5,1,1,1,1,4,1,1,1,3,4,1,3,4,1,1,4,Tell your boss details of the idea that the colleague couldn't provide so that the boss knows it's your idea. ,Ask friend directly about the dinner so that he has to talk about it. ,Tell the waiter they are being noisy and that you are annoyed. 
5c2d3ba4731cd10001b647d7,1502,5,1,2,4,4,3,1,3,1,2,4,3,3,5,5,3,3,4,3,1,4,3,2,3,3,3,5,5,3,4,4,3,5,3,2,3,5,1,3,3,5,3,3,3,5,1,4,5,1,4,4,5,5,4,4,3,1,4,5,4,1,3,5,1,2,1,5,3,4,1,5,5,4,4,1,3,4,5,5,4,2,4,3,5,3,1,5,2,3,3,3,4,2,4,3,2,4,4,3,3,3,4,2,3,5,5,4,3,1,2,3,3,4,4,3,3,4,4,3,5,brainstorm an adjacent idea to the one you share already,i was alone at home in my sorrow,talk to the manager and get them kicked out
60f86773e1cc7868421ee9d8,1564,5,3,1,1,1,3,1,3,1,1,5,2,3,3,1,5,4,5,5,2,2,3,1,1,4,3,5,5,1,1,4,3,5,2,1,2,2,2,4,1,2,4,1,5,4,1,4,4,1,5,3,5,5,4,1,4,1,3,4,4,1,2,5,1,2,1,1,4,3,1,4,5,1,1,4,3,1,2,4,4,3,1,5,5,1,4,5,5,5,2,4,2,1,5,5,1,5,4,3,3,2,3,5,2,4,5,4,2,1,2,1,2,5,5,4,5,5,2,4,5,"
- Also thank my colleague infront of the whole office for her input in my idea","'- Go out and have fun without telling them
-Make great memories and remind them that ohh i forgot you were not there",'-Report the group to the store manager
617305abc8cde4cf0e08255b,1579,4,4,2,2,2,5,2,2,1,2,4,3,3,5,2,2,3,4,4,1,2,2,1,2,2,4,4,5,2,2,2,2,3,2,2,1,4,2,4,3,2,2,2,4,2,3,4,3,2,4,2,4,3,4,2,4,4,4,5,2,2,4,3,4,4,2,2,2,2,2,2,5,4,3,2,2,4,4,3,2,3,4,2,4,2,2,4,4,5,2,2,4,2,2,3,2,3,4,4,2,1,2,4,5,4,2,3,2,2,2,1,2,4,2,1,3,5,2,1,5,"I would give details about the idea that let understan it was mine, details important and things i didn't talk with my college ",I would said I would like to eat in they restaurant the went without me,I would ask the waiter to change the table to be comfortable as we want to have a quiet date
5c48be0496d59b000183e68d,1469,3,2,1,1,5,4,2,3,2,1,5,3,2,4,1,4,1,4,4,2,1,3,1,2,5,4,3,3,1,1,1,4,4,3,1,1,5,2,2,4,1,4,4,3,4,2,3,4,2,4,5,3,3,4,1,1,5,4,4,2,2,4,5,2,2,2,1,4,1,2,5,3,1,3,3,2,3,3,3,3,4,1,1,5,2,2,4,4,4,2,3,3,1,4,3,3,5,4,2,1,2,2,5,3,2,3,3,4,4,2,3,2,4,4,2,3,4,1,1,4,To put you in an uncomfortable position in some way to disturb him,I'm looking at the picture on Facebook,I'll ask the waiter to take care of it
60c13d90b3d340a7c752fbdb,1444,5,1,1,2,4,3,4,3,2,1,5,4,5,4,3,2,4,5,4,1,4,3,2,4,3,5,3,5,1,2,4,4,5,1,1,2,5,1,5,5,2,1,2,5,4,1,5,4,2,3,4,3,5,4,3,5,3,4,5,2,1,2,5,2,1,4,2,2,4,1,4,5,4,4,2,3,4,4,5,1,3,2,3,4,2,2,4,2,5,2,5,4,2,3,4,2,4,5,5,3,2,3,4,5,4,4,5,3,4,4,4,2,4,5,3,4,2,1,1,4,Sabotage his work.,Tell the interesting thing I did that evening even if I made it up just to sound exciting.,accidentally spilled drink on them.
5ea936e503a71a000af12d7b,1607,4,3,3,2,5,4,2,3,1,4,3,4,1,2,4,4,1,4,5,2,2,2,2,4,4,3,3,4,1,2,4,3,4,2,2,2,4,3,4,1,2,4,2,4,2,2,4,3,5,5,4,4,3,2,3,2,2,3,4,2,1,2,4,3,2,1,2,3,2,3,3,4,4,2,2,1,2,2,2,4,2,4,4,3,2,2,4,2,5,3,2,1,2,3,2,2,2,4,4,2,4,2,4,3,2,4,3,2,2,3,3,1,4,4,2,2,4,2,2,2,"1. If i have a proof that it was my idea, like some notes or conversation between me and a co-worker, then just say the truth.","I don't see need for revenge. Ask directly why are they trying to hide it. Or wait it out, maybe they are planning something that I should not know about?",Accidently fall and pour water/wine/food on them 
6154b3a7e4bc93e1ce93c6bc,1525,2,4,2,5,5,2,4,4,5,4,4,4,4,3,4,4,1,3,4,2,2,1,1,2,2,2,4,3,2,1,2,2,4,2,5,4,4,3,4,5,4,4,2,5,2,5,2,2,2,1,4,3,3,3,2,1,2,2,5,4,5,2,4,5,2,1,5,5,1,2,2,2,2,2,2,4,2,4,3,4,3,4,3,5,5,3,2,2,4,2,2,2,5,2,3,4,2,1,4,2,3,4,4,3,4,4,4,4,4,3,4,3,3,4,1,2,5,1,1,5,gaslight my boss into thinking I was the mind behind the original idea,"asked them directly how their dinner went last week
",order food on their behalf and leave without paying
5f6143cb6514990cf7b8e651,979,4,2,3,4,5,5,2,2,2,4,4,4,2,5,2,2,1,5,3,2,2,5,2,2,4,4,4,4,2,3,2,5,5,4,2,4,5,4,2,4,2,2,2,5,4,4,2,5,1,4,4,4,2,4,4,2,4,5,4,2,2,2,4,2,4,4,2,3,2,1,4,4,2,5,1,3,4,4,4,3,2,4,4,5,2,2,4,5,4,2,1,5,2,2,4,2,4,5,4,4,4,4,5,4,4,4,3,4,2,4,4,2,3,4,4,4,4,4,4,4,Remember common mistakes he is doing and force the situation for them to happen,Talk sincere with the person who is closest to you and ask why you were not invited.,Turn the speaker on the mobile phone at maximum and Play heavy metal.
